,First_pokemon,Second_pokemon,Winner
1662,187,610,610
1663,568,492,492
1664,508,414,508
1665,294,427,427
1666,98,702,702
1667,383,84,383
1668,381,52,381
1669,136,554,136
1670,220,309,309
1671,115,539,115
1672,245,710,245
1673,465,362,362
1674,610,697,697
1675,559,407,407
1676,508,657,657
1677,110,454,454
1678,326,643,643
1679,484,464,484
1680,80,324,80
1681,673,138,673
1682,362,286,362
1683,465,618,465
1684,211,37,211
1685,521,90,521
1686,265,490,490
1687,366,53,53
1688,653,677,677
1689,15,606,15
1690,264,482,482
1691,409,626,409
1692,223,670,223
1693,319,191,319
1694,632,126,632
1695,80,474,474
1696,485,620,620
1697,697,601,601
1698,267,223,223
1699,517,676,676
1700,345,22,22
1701,45,561,561
1702,604,94,94
1703,560,23,560
1704,205,334,334
1705,398,56,398
1706,517,673,673
1707,576,382,382
1708,63,457,457
1709,273,23,23
1710,505,286,505
1711,299,378,378
1712,693,452,452
1713,454,302,302
1714,530,236,530
1715,198,695,695
1716,651,580,651
1717,74,247,247
1718,396,500,500
1719,645,186,645
1720,104,14,14
1721,565,552,552
1722,361,356,361
1723,30,399,30
1724,711,353,711
1725,25,5,25
1726,411,308,308
1727,411,48,48
1728,683,23,23
1729,389,452,452
1730,689,252,252
1731,335,233,335
1732,645,456,645
1733,121,313,121
1734,386,64,386
1735,391,212,391
1736,15,561,15
1737,308,388,308
1738,411,70,70
1739,641,230,641
1740,316,426,426
1741,510,125,510
1742,171,486,486
1743,99,91,99
1744,344,470,470
1745,460,497,497
1746,394,528,528
1747,688,441,441
1748,685,658,658
1749,350,458,350
1750,237,401,237
1751,366,44,44
1752,303,603,303
1753,380,378,380
1754,121,205,121
1755,471,380,380
1756,334,236,334
1757,479,598,479
1758,150,472,150
1759,497,9,497
1760,148,28,148
1761,306,310,310
1762,633,688,688
1763,121,630,121
1764,719,215,215
1765,680,406,680
1766,65,679,679
1767,714,402,402
1768,473,719,473
1769,563,124,124
1770,96,425,425
1771,428,695,695
1772,290,12,12
1773,305,293,305
1774,348,138,348
1775,17,465,17
1776,362,501,362
1777,416,6,6
1778,555,68,68
1779,610,290,610
1780,114,618,114
1781,275,561,561
1782,696,31,31
1783,637,479,637
1784,317,417,417
1785,316,596,596
1786,174,334,334
1787,512,138,512
1788,528,215,215
1789,621,150,150
1790,34,610,34
1791,79,306,306
1792,668,431,668
1793,597,648,648
1794,146,344,146
1795,555,618,555
1796,695,215,215
1797,25,272,25
1798,629,396,396
1799,341,102,102
1800,583,653,653
1801,15,303,15
1802,398,153,398
1803,235,694,235
1804,175,374,374
1805,152,419,419
1806,576,667,667
1807,24,123,123
1808,315,719,719
1809,50,107,50
1810,112,362,362
1811,494,576,494
1812,684,48,684
1813,36,443,36
1814,452,642,642
1815,130,448,448
1816,385,600,385
1817,128,354,354
1818,497,3,497
1819,163,39,163
1820,179,22,22
1821,413,192,413
1822,321,470,470
1823,450,312,450
1824,661,309,309
1825,367,91,91
1826,479,15,479
1827,437,227,227
1828,570,38,38
1829,146,441,441
1830,264,571,571
1831,681,359,359
1832,629,209,629
1833,384,384,384
1834,439,76,76
1835,400,662,662
1836,35,68,68
1837,521,113,521
1838,316,248,248
1839,161,133,133
1840,408,421,421
1841,204,8,8
1842,426,387,426
1843,298,543,543
1844,330,35,330
1845,373,173,173
1846,178,208,178
1847,446,697,697
1848,465,279,279
1849,504,525,525
1850,353,570,570
1851,624,381,381
1852,516,15,15
1853,701,365,701
1854,329,18,18
1855,605,336,336
1856,1,141,141
1857,334,517,334
1858,329,624,329
1859,12,402,12
1860,344,310,310
1861,180,650,180
1862,248,648,648
1863,663,546,663
1864,263,637,637
1865,467,9,467
1866,30,368,30
1867,51,338,51
1868,5,413,5
1869,34,612,612
1870,334,18,18
1871,450,339,339
1872,88,189,88
1873,442,181,181
1874,468,169,169
1875,62,237,237
1876,661,130,130
1877,143,530,530
1878,587,529,529
1879,203,392,392
1880,85,35,85
1881,289,374,289
1882,424,434,424
1883,170,359,359
1884,669,565,669
1885,134,327,134
1886,74,551,551
1887,283,641,641
1888,581,505,581
1889,432,553,432
1890,9,141,141
1891,332,654,654
1892,230,611,230
1893,340,616,340
1894,282,32,282
1895,173,176,176
1896,677,464,464
1897,465,291,291
1898,397,188,188
1899,472,443,472
1900,386,549,386
1901,208,415,415
1902,307,190,190
1903,711,318,318
1904,476,3,476
1905,471,371,471
1906,474,581,581
1907,407,69,407
1908,196,23,196
1909,460,189,189
1910,307,276,276
1911,208,102,102
1912,436,185,185
1913,139,448,448
1914,666,204,666
1915,311,369,311
1916,630,114,630
1917,25,139,25
1918,307,370,370
1919,481,49,49
1920,702,675,702
1921,654,130,130
1922,314,417,417
1923,354,645,645
1924,316,185,316
1925,702,708,702
1926,538,431,538
1927,455,187,187
1928,421,359,421
1929,310,623,623
1930,35,292,292
1931,128,711,711
1932,409,153,153
1933,651,282,282
1934,330,471,330
1935,34,587,587
1936,51,368,51
1937,66,703,703
1938,229,514,514
1939,529,43,529
1940,52,618,618
1941,433,423,433
1942,364,80,364
1943,363,447,447
1944,532,620,620
1945,628,242,628
1946,58,523,523
1947,439,195,195
1948,100,614,614
1949,150,128,150
1950,230,65,65
1951,161,292,292
1952,224,384,384
1953,28,512,512
1954,479,72,479
1955,196,84,196
1956,240,479,479
1957,128,417,128
1958,369,309,309
1959,242,499,499
1960,148,700,700
1961,632,327,632
1962,569,135,135
1963,527,290,527
1964,478,257,478
1965,56,684,56
1966,95,672,95
1967,280,708,280
1968,76,322,76
1969,311,507,311
1970,285,585,585
1971,122,69,69
1972,288,405,288
1973,187,149,149
1974,329,400,400
1975,688,100,100
1976,566,324,566
1977,248,445,445
1978,346,185,346
1979,54,249,249
1980,501,597,597
1981,345,298,345
1982,16,413,16
1983,662,445,662
1984,698,239,239
1985,445,351,445
1986,179,650,650
1987,628,62,628
1988,181,137,181
1989,499,641,641
1990,274,104,274
1991,428,557,428
1992,633,434,434
1993,479,438,479
1994,590,515,590
1995,578,150,150
1996,141,212,141
1997,435,114,435
1998,721,662,662
1999,39,137,137
2000,170,334,334
2001,426,459,426
2002,47,89,89
2003,259,115,115
2004,554,151,151
2005,336,617,617
2006,161,370,370
2007,428,382,428
2008,213,641,641
2009,334,677,334
2010,692,267,267
2011,479,220,479
2012,18,152,18
2013,416,121,121
2014,97,141,141
2015,47,497,47
2016,401,46,46
2017,487,248,487
2018,421,600,421
2019,425,633,425
2020,609,719,609
2021,482,167,482
2022,144,703,144
2023,130,72,130
2024,283,520,520
2025,34,427,427
2026,667,23,667
2027,719,38,719
2028,35,422,35
2029,135,339,135
2030,273,291,291
2031,573,359,359
2032,622,6,6
2033,315,107,107
2034,476,682,476
2035,655,577,655
2036,233,141,141
2037,419,263,419
2038,218,666,666
2039,159,242,159
2040,711,709,711
2041,19,4,19
2042,413,122,413
2043,468,360,468
2044,653,709,653
2045,535,501,535
2046,413,294,294
2047,383,598,598
2048,54,468,468
2049,628,591,628
2050,41,282,282
2051,602,207,207
2052,411,391,391
2053,482,399,482
2054,492,465,492
2055,171,616,171
2056,339,150,150
2057,275,419,419
2058,20,597,20
2059,596,455,596
2060,566,208,566
2061,271,566,566
2062,211,707,211
2063,194,517,517
2064,178,283,178
2065,562,560,560
2066,44,460,44
2067,533,564,533
2068,621,179,621
2069,580,671,671
2070,179,625,625
2071,342,47,342
2072,552,269,552
2073,357,180,357
2074,436,618,618
2075,204,557,557
2076,678,251,678
2077,632,294,632
2078,563,467,467
2079,444,678,678
2080,708,314,314
2081,338,57,57
2082,375,37,37
2083,303,523,523
2084,445,79,445
2085,479,499,479
2086,305,322,305
2087,178,125,125
2088,123,519,123
2089,676,484,676
2090,441,413,441
2091,493,598,493
2092,302,712,712
2093,616,306,306
2094,523,428,523
2095,490,643,490
2096,235,563,563
2097,461,482,461
2098,715,235,715
2099,84,332,84
2100,461,266,461
2101,234,52,52
2102,43,282,282
2103,547,41,547
2104,288,460,288
2105,176,215,215
2106,566,185,566
2107,95,109,95
2108,74,700,700
2109,520,507,520
2110,660,492,492
2111,350,302,302
2112,524,261,261
2113,298,170,170
2114,354,92,92
2115,94,592,94
2116,376,317,376
2117,262,314,314
2118,246,228,228
2119,18,283,18
2120,265,96,96
2121,159,433,159
2122,93,365,93
2123,128,719,719
2124,20,239,20
2125,669,487,487
2126,214,471,214
2127,25,680,680
2128,294,75,294
2129,334,162,162
2130,540,23,23
2131,207,531,207
2132,493,316,493
2133,14,712,14
2134,339,65,65
2135,610,694,694
2136,589,555,589
2137,61,337,61
2138,46,175,46
2139,710,31,31
2140,526,398,398
2141,104,151,151
2142,185,237,237
2143,42,673,42
2144,318,224,318
2145,325,402,402
2146,459,52,52
2147,195,292,292
2148,577,221,221
2149,265,136,136
2150,635,136,635
2151,554,141,141
2152,220,190,190
2153,481,100,100
2154,107,422,107
2155,711,623,711
2156,195,368,368
2157,229,252,229
2158,323,541,541
2159,178,424,424
2160,607,135,135
2161,417,543,417
2162,301,491,491
2163,231,177,177
2164,383,413,383
2165,346,623,623
2166,334,490,490
2167,549,349,549
2168,448,110,448
2169,46,486,486
2170,501,491,491
2171,717,25,717
2172,505,630,630
2173,128,684,128
2174,165,309,309
2175,238,242,238
2176,363,647,647
2177,531,437,531
2178,497,345,497
2179,483,673,483
2180,480,4,480
2181,142,196,142
2182,104,242,242
2183,668,53,53
2184,31,617,617
2185,213,521,521
2186,670,483,483
2187,221,449,221
2188,254,135,135
2189,179,384,384
2190,461,565,461
2191,639,650,639
2192,629,124,124
2193,233,498,233
2194,460,658,460
2195,80,362,362
2196,494,131,494
2197,560,48,560
2198,58,367,58
2199,15,542,542
2200,281,542,542
2201,140,624,624
2202,311,179,311
2203,413,603,603
2204,410,695,695
2205,304,647,647
2206,304,226,226
2207,376,277,277
2208,639,419,419
2209,189,516,189
2210,637,642,642
2211,324,516,516
2212,224,181,181
2213,169,106,169
2214,235,94,94
2215,607,358,358
2216,145,709,145
2217,413,367,367
2218,504,260,260
2219,134,181,134
2220,611,617,617
2221,53,647,53
2222,161,142,142
2223,391,166,166
2224,101,233,101
2225,578,299,299
2226,386,477,386
2227,399,509,509
2228,671,586,586
2229,493,192,493
2230,525,460,460
2231,354,226,226
2232,677,341,677
2233,504,549,549
2234,402,507,402
2235,522,77,77
2236,196,67,196
2237,646,485,646
2238,205,719,719
2239,64,575,64
2240,488,105,488
2241,53,489,53
2242,648,192,648
2243,219,692,692
2244,289,147,289
2245,657,10,657
2246,404,57,57
2247,385,665,385
2248,601,518,601
2249,386,208,208
2250,539,96,539
2251,429,278,429
2252,362,716,716
2253,465,436,465
2254,386,380,386
2255,162,238,162
2256,196,154,196
2257,218,721,721
2258,502,124,124
2259,310,234,310
2260,124,577,124
2261,340,709,340
2262,244,332,244
2263,13,512,512
2264,576,525,576
2265,681,187,681
2266,482,237,482
2267,591,124,124
2268,607,91,91
2269,157,198,157
2270,345,381,381
2271,183,343,343
2272,453,544,453
2273,555,125,125
2274,288,127,127
2275,72,196,196
2276,229,622,229
2277,579,264,264
2278,279,576,576
2279,443,493,493
2280,632,485,632
2281,228,714,228
2282,675,365,365
2283,505,155,505
2284,302,359,359
2285,714,128,128
2286,285,579,285
2287,236,78,78
2288,522,354,522
2289,72,94,94
2290,216,696,696
2291,673,149,149
2292,698,2,2
2293,428,674,428
2294,655,492,492
2295,287,450,450
2296,272,345,272
2297,677,308,308
2298,23,445,445
2299,61,479,479
2300,49,386,386
2301,546,668,668
2302,532,205,205
2303,426,648,648
2304,715,337,715
2305,137,413,137
2306,309,703,309
2307,104,259,259
2308,105,478,478
2309,208,57,57
2310,666,224,666
2311,664,393,393
2312,362,666,666
2313,80,306,306
2314,524,635,635
2315,255,500,500
2316,584,459,584
2317,565,503,503
2318,208,422,422
2319,665,400,400
2320,425,588,425
2321,580,115,115
2322,45,221,221
2323,171,33,171
2324,363,538,538
2325,644,95,95
2326,514,1,514
2327,651,383,383
2328,75,306,306
2329,308,403,308
2330,522,681,681
2331,515,617,617
2332,207,195,207
2333,315,257,257
2334,472,18,18
2335,126,18,18
2336,446,627,446
2337,250,702,702
2338,695,169,169
2339,198,258,198
2340,224,555,555
2341,513,92,92
2342,515,155,155
2343,275,539,539
2344,391,47,391
2345,129,494,494
2346,282,641,641
2347,231,282,282
2348,316,641,641
2349,399,95,95
2350,111,542,542
2351,141,24,24
2352,447,373,373
2353,482,463,482
2354,689,713,689
2355,229,487,229
2356,109,281,281
2357,412,604,604
2358,414,649,649
2359,696,442,696
2360,384,244,384
2361,88,290,290
2362,16,403,16
2363,499,5,5
2364,64,686,686
2365,373,190,373
2366,445,142,142
2367,43,486,486
2368,67,53,53
2369,524,709,709
2370,482,347,482
2371,357,219,357
2372,116,246,116
2373,10,160,160
2374,310,630,310
2375,646,196,196
2376,433,542,542
2377,58,436,58
2378,677,359,359
2379,683,492,492
2380,632,255,632
2381,404,618,618
2382,173,483,483
2383,642,29,642
2384,668,153,668
2385,411,437,437
2386,127,641,641
2387,165,601,601
2388,572,292,292
2389,308,647,647
2390,388,424,424
2391,434,422,434
2392,135,145,135
2393,314,475,314
2394,425,311,311
2395,171,167,171
2396,478,17,478
2397,586,259,586
2398,719,431,719
2399,469,464,464
2400,467,326,467
2401,661,98,661
2402,18,19,18
2403,80,249,249
2404,712,184,184
2405,178,241,241
2406,707,19,707
2407,88,51,51
2408,629,361,629
2409,44,433,433
2410,310,498,310
2411,187,536,187
2412,336,541,336
2413,531,677,677
2414,125,292,292
2415,509,619,509
2416,498,239,239
2417,233,83,83
2418,572,595,572
2419,6,221,6
2420,204,57,57
2421,634,230,230
2422,89,73,73
2423,347,677,347
2424,313,283,313
2425,367,198,198
2426,64,484,64
2427,183,442,183
2428,88,135,135
2429,413,649,649
2430,346,193,193
2431,522,504,522
2432,214,114,214
2433,112,436,112
2434,676,389,676
2435,527,491,491
2436,536,600,536
2437,384,173,173
2438,651,224,651
2439,684,226,226
2440,385,630,385
2441,380,692,380
2442,519,142,142
2443,463,171,171
2444,91,26,26
2445,152,282,282
2446,660,385,385
2447,109,209,109
2448,392,53,53
2449,369,308,308
2450,506,365,365
2451,85,719,719
2452,122,170,122
2453,78,180,78
2454,222,141,141
2455,65,626,626
2456,238,90,238
2457,517,709,709
2458,23,423,23
2459,208,405,405
2460,209,423,423
2461,49,239,239
2462,134,606,134
2463,293,317,317
2464,424,599,424
2465,487,208,487
2466,614,603,614
2467,348,251,251
2468,94,177,94
2469,694,415,415
2470,278,211,211
2471,707,340,707
2472,54,14,54
2473,94,444,94
2474,630,350,350
2475,101,354,354
2476,24,222,24
2477,251,703,251
2478,17,638,638
2479,76,522,522
2480,5,208,5
2481,710,162,162
2482,126,283,126
2483,7,568,568
2484,684,514,514
2485,415,574,415
2486,175,225,225
2487,557,592,557
2488,73,271,73
2489,32,436,436
2490,262,284,262
2491,638,212,638
2492,411,293,411
2493,374,433,433
2494,257,10,257
2495,178,317,178
2496,710,208,710
2497,100,207,207
2498,404,101,101
2499,703,109,703
2500,320,527,527
2501,642,443,642
2502,65,212,212
2503,634,25,25
2504,479,280,479
2505,11,703,703
2506,285,371,371
2507,494,390,494
2508,249,332,249
2509,363,489,489
2510,480,376,480
2511,506,41,41
2512,479,181,479
2513,77,543,77
2514,513,515,515
2515,20,239,20
2516,210,381,210
2517,489,553,553
2518,73,537,73
2519,449,634,634
2520,80,460,460
2521,260,333,333
2522,252,199,252
2523,47,530,530
2524,120,193,193
2525,256,302,302
2526,395,329,329
2527,717,375,717
2528,273,199,199
2529,21,648,648
2530,670,340,340
2531,365,287,365
2532,49,411,411
2533,17,554,17
2534,192,626,626
2535,616,524,616
2536,332,463,332
2537,553,26,26
2538,380,499,380
2539,637,383,637
2540,103,523,523
2541,244,717,244
2542,213,89,89
2543,484,219,484
2544,401,475,475
2545,52,150,150
2546,289,379,289
2547,528,37,528
2548,561,93,561
2549,346,663,663
2550,240,64,64
2551,630,400,630
2552,129,21,129
2553,61,153,61
2554,150,478,478
2555,711,555,711
2556,345,417,417
2557,96,404,404
2558,377,687,687
2559,12,630,630
2560,582,169,169
2561,564,601,601
2562,505,704,505
2563,459,272,272
2564,327,487,487
2565,350,567,567
2566,417,188,417
2567,382,525,382
2568,159,628,628
2569,341,137,137
2570,381,387,381
2571,529,436,529
2572,638,555,638
2573,6,397,6
2574,149,391,391
2575,641,246,641
2576,611,386,386
2577,39,413,413
2578,530,153,530
2579,277,33,277
2580,275,581,581
2581,111,612,612
2582,319,373,373
2583,160,211,211
2584,585,689,585
2585,466,117,466
2586,608,207,207
2587,164,50,50
2588,88,531,531
2589,565,601,565
2590,508,87,508
2591,31,636,31
2592,97,372,97
2593,306,582,306
2594,115,672,115
2595,419,428,428
2596,377,561,561
2597,710,448,710
2598,422,4,4
2599,303,227,227
2600,257,242,257
2601,660,161,660
2602,68,95,68
2603,218,88,88
2604,506,6,6
2605,83,108,83
2606,188,254,254
2607,423,15,15
2608,32,351,351
2609,368,318,318
2610,566,599,566
2611,253,365,253
2612,201,26,26
2613,311,426,311
2614,454,261,454
2615,251,257,257
2616,633,142,142
2617,657,498,657
2618,562,170,170
2619,20,85,85
2620,710,682,710
2621,582,353,353
2622,284,540,284
2623,446,691,446
2624,287,452,452
2625,380,373,380
2626,273,194,273
2627,665,395,395
2628,34,647,647
2629,6,302,6
2630,243,52,243
2631,339,384,384
2632,67,359,359
2633,58,383,383
2634,56,117,117
2635,239,91,239
2636,51,564,564
2637,182,44,182
2638,520,416,520
2639,453,448,448
2640,604,83,83
2641,103,668,668
2642,353,445,445
2643,682,528,528
2644,81,101,101
2645,309,417,417
2646,706,657,657
2647,414,566,566
2648,15,44,15
2649,186,301,301
2650,149,18,18
2651,137,123,123
2652,319,231,319
2653,697,33,697
2654,469,669,469
2655,322,197,197
2656,273,235,235
2657,306,310,310
2658,404,110,110
2659,422,320,320
2660,533,572,533
2661,405,2,405
2662,5,275,275
2663,9,580,9
2664,542,673,542
2665,510,238,510
2666,112,569,112
2667,392,326,392
2668,223,623,623
2669,304,75,75
2670,282,503,282
2671,207,603,207
2672,489,431,431
2673,310,201,310
2674,673,454,454
2675,308,664,308
2676,196,526,526
2677,47,538,538
2678,237,88,237
2679,362,101,101
2680,454,717,717
2681,109,666,666
2682,35,73,73
2683,289,122,289
2684,479,120,120
2685,271,251,251
2686,407,334,407
2687,265,696,696
2688,391,714,391
2689,374,84,84
2690,510,105,510
2691,710,340,340
2692,150,506,150
2693,623,18,18
2694,123,507,123
2695,76,406,406
2696,513,508,508
2697,237,102,237
2698,389,171,171
2699,327,14,327
2700,711,609,711
2701,305,403,403
2702,47,625,625
2703,154,221,154
2704,711,719,711
2705,491,183,491
2706,333,330,330
2707,493,649,493
2708,540,359,359
2709,143,9,9
2710,205,419,419
2711,400,582,400
2712,41,74,41
2713,378,475,475
2714,691,711,711
2715,511,208,208
2716,165,509,509
2717,635,416,635
2718,335,6,6
2719,494,31,494
2720,334,373,373
2721,536,656,656
2722,355,374,374
2723,482,356,482
2724,327,350,350
2725,711,74,711
2726,214,20,20
2727,582,19,19
2728,108,675,675
2729,138,22,22
2730,511,479,479
2731,554,642,642
2732,464,667,464
2733,212,412,212
2734,268,185,185
2735,175,351,351
2736,523,661,523
2737,621,317,317
2738,314,502,314
2739,43,229,229
2740,611,463,611
2741,175,684,684
2742,577,39,39
2743,192,306,306
2744,252,33,252
2745,162,675,162
2746,486,177,486
2747,8,73,73
2748,257,18,18
2749,323,563,563
2750,244,631,244
2751,219,285,285
2752,357,605,357
2753,535,620,620
2754,499,78,78
2755,31,229,229
2756,81,595,595
2757,547,90,547
2758,98,142,142
2759,275,234,234
2760,323,473,473
2761,583,426,426
2762,304,557,557
2763,209,382,382
2764,677,364,677
2765,124,262,124
2766,25,384,384
2767,12,374,12
2768,541,332,332
2769,334,412,334
2770,647,352,647
2771,184,39,184
2772,441,681,441
2773,514,440,514
2774,350,327,350
2775,385,322,385
2776,347,368,347
2777,251,636,251
2778,31,540,31
2779,639,277,277
2780,683,306,306
2781,493,571,493
2782,318,404,318
